document_id,document_name,my_vector
1,example.pdf,"[-0.04028194397687912, 0.04738244041800499, 0.029997019097208977, -0.01979333907365799, -0.13859891891479492, -0.047987282276153564, 0.019254818558692932, -0.014800217933952808, -0.03561415895819664, -0.0011027943110093474, 0.07797308266162872, -0.10035961121320724, 0.012079714797437191, 0.059662748128175735, -0.05439066141843796, -0.0014674544800072908, -0.07128744572401047, 0.09623339772224426, -0.057651251554489136, -0.12282923609018326, -0.03875243291258812, -0.015509547665715218, -0.10064292699098587, 0.01960284262895584, 0.05516545847058296, 0.003605832578614354, -0.09315460920333862, -0.031040683388710022, 0.09002205729484558, -0.021872123703360558, -0.03303470462560654, 0.03368677571415901, 0.02213333547115326, 0.0064041949808597565, 0.0406634695827961, -0.03628397732973099, -0.01225925050675869, 0.03468545153737068, 0.055461585521698, -0.007380030117928982, -0.05931302532553673, -0.09965468943119049, 0.009882359765470028, 0.0025047766976058483, -0.033026862889528275, 0.06427733600139618, -0.0254453606903553, 0.012840388342738152, -0.009599666111171246, 0.006541842129081488, -0.031688109040260315, 0.07918766885995865, -0.07080134749412537, 0.0003610449784900993, -0.03055865503847599, -0.027509696781635284, 0.0072522396221756935, 0.08570092916488647, -0.008592387661337852, -0.05966195464134216, -0.02358786016702652, 0.04382766783237457, -0.04758753627538681, -0.0043608928099274635, 0.00793389230966568, 0.05735906958580017, -0.05219516158103943, -0.10037946701049805, 0.012472402304410934, 0.12471017241477966, -0.03518088907003403, -0.006518497597426176, 0.06401576101779938, 0.03574229031801224, -0.020389050245285034, 0.02353178709745407, 0.02741195634007454, -0.02452320232987404, 0.017362575978040695, -0.021417545154690742, 0.056772589683532715, -0.06856974214315414, -0.0031380723230540752, -0.04402823746204376, 0.07824457436800003, -0.05636376142501831, -0.049065522849559784, -0.018514638766646385, 0.008545937947928905, -0.03435353934764862, 0.07294447720050812, -0.0334441177546978, 0.04457269608974457, -0.020157549530267715, 0.06859418749809265, 0.07943601906299591, 0.01968001388013363, 0.061582401394844055, -0.01535847969353199, 0.051580607891082764, -0.022251764312386513, 0.04564696177840233, -0.03235192224383354, -0.08211369067430496, -0.019980469718575478, 0.0794558972120285, 0.006247180514037609, -0.07262860983610153, 0.08322032541036606, -0.021790917962789536, 0.020849591121077538, 0.0022500453051179647, -0.0001495118922321126, -0.031223924830555916, 0.0424957275390625, -0.006150160450488329, 0.042067985981702805, 0.04077298939228058, -0.03233736753463745, -0.04625759646296501, -0.031916432082653046, 0.007865152321755886, 0.04257892817258835, 0.034199804067611694, 0.03981342539191246, -0.017267262563109398, -0.0685528814792633, 9.335280222551354e-33, -0.1146550327539444, -0.02107361890375614, -0.007691179867833853, 0.06468427926301956, -0.05024150758981705, 0.02591724880039692, -0.042461518198251724, -0.013497068546712399, 0.014211908914148808, 0.08691110461950302, 0.025345824658870697, 0.018890349194407463, 0.028587868437170982, -0.0033234048169106245, 0.03996741399168968, 0.0866122841835022, 0.08704681694507599, -0.04413959011435509, -0.029728027060627937, -0.04509266838431358, 0.07913606613874435, -0.0456649512052536, -0.059400808066129684, 0.06093869358301163, 0.08280804008245468, -0.019391726702451706, 0.09510782361030579, -0.012231391854584217, 0.09805198013782501, 0.02669205144047737, 0.02553457021713257, -0.052277322858572006, -0.040856413543224335, 0.015462211333215237, 0.06743506342172623, 0.014513593167066574, 0.0316893607378006, 0.028015663847327232, 0.010273849591612816, -0.023003453388810158, -0.061873868107795715, -0.038098692893981934, -0.022226575762033463, 0.02489778771996498, -0.031919654458761215, -7.541751256212592e-05, -0.006196144502609968, 0.016626982018351555, 0.12820903956890106, -0.00944631639868021, -0.04310925304889679, -0.024531951174139977, -0.0020002920646220446, 0.04462064430117607, 0.0651896521449089, 0.02592926099896431, 0.022896068170666695, 0.07745803892612457, 0.03450261056423187, 0.10934321582317352, 0.041198477149009705, 0.03746573626995087, -0.06041345372796059, -0.026347531005740166, -0.12281951308250427, -0.005232616793364286, -0.12794546782970428, -0.02924543060362339, 0.001200976432301104, 0.028667811304330826, -0.07701832056045532, 0.004365586210042238, 0.048512931913137436, 0.0295848585665226, 0.05240645632147789, -0.07023102790117264, 0.033781860023736954, -0.05344301462173462, -0.05334281921386719, -0.05959878861904144, 0.019076066091656685, 0.027764813974499702, 0.08566253632307053, 0.06325041502714157, -0.048940472304821014, -0.10263701528310776, -0.06633713841438293, -0.032601650804281235, 0.03073972277343273, -0.01998453214764595, -0.005262498743832111, 0.048804156482219696, 0.04437076672911644, 0.07429738342761993, -0.03809281811118126, -9.69139256271312e-33, -0.07567358016967773, 0.0858616828918457, -0.023219628259539604, -0.02797439508140087, -0.037543218582868576, -0.06795195490121841, 0.11321459710597992, -0.12823159992694855, 0.0639672800898552, -0.09485749900341034, 0.025134306401014328, 0.031129848212003708, -0.10140495747327805, 0.026981225237250328, -0.048008356243371964, -0.0035275795962661505, -0.03109057806432247, -0.01909858174622059, -0.009042229503393173, 0.04887831583619118, -0.010651938617229462, 0.08536200225353241, -0.01761278696358204, 0.0031234347261488438, -0.02759137749671936, 0.09711828082799911, 0.023879699409008026, -0.006646045483648777, 0.0902443677186966, 0.07861946523189545, 0.044376760721206665, -0.03326747566461563, 0.03765936195850372, 0.03782429173588753, -0.0492667481303215, -0.0642051100730896, 0.05149189755320549, 0.005177000537514687, -0.03203985095024109, 0.00401143915951252, -0.005819299723953009, -0.08053997159004211, 0.07250752300024033, 0.057067032903432846, 0.05346664786338806, -0.024676233530044556, 0.011341467499732971, -0.021272709593176842, -0.08102353662252426, -0.06421744078397751, 0.04826042056083679, -0.07535456866025925, -0.06640990078449249, 0.0677960142493248, 0.03083759918808937, 0.11079639941453934, -0.010076536796987057, -0.08235970139503479, -0.025138983502984047, 0.018551144748926163, -0.09513437002897263, -0.026455938816070557, 0.03638489544391632, 0.03877207264304161, -0.0677693709731102, 0.012215755879878998, -0.03197001293301582, 0.016033217310905457, 0.010311242192983627, -0.029564572498202324, 0.0698670744895935, 0.027974294498562813, -0.10931745171546936, -0.048365265130996704, 0.014598846435546875, -0.027000153437256813, -0.012624317780137062, 0.050097301602363586, 0.061882056295871735, 0.006758985109627247, -0.0013985757250338793, -0.013454600237309933, 0.006726744119077921, 0.04960495978593826, -0.13728545606136322, 0.015274068340659142, 0.05830860510468483, 0.013669573701918125, 0.02047017216682434, 0.02458902820944786, 0.03354434669017792, 0.06258779764175415, 0.02880949340760708, 0.011242294684052467, 0.08943261206150055, -6.086747106337498e-08, -0.08257583528757095, -0.07789614051580429, 0.026109863072633743, -0.043734487146139145, -0.008267655037343502, -0.044704411178827286, -0.024592867121100426, 0.009689650498330593, -0.023533960804343224, -0.06086624041199684, -0.08986528217792511, 0.05116468295454979, -0.07189568877220154, -0.06395552307367325, 0.013935385271906853, 0.04002267122268677, 0.0021061254665255547, -0.012113774195313454, -0.04905224218964577, -0.016471993178129196, -0.029749160632491112, 0.006968656554818153, -0.0012026623589918017, -0.0010748868808150291, -0.05215946212410927, 0.05066106468439102, -0.022029314190149307, 0.05397763103246689, -0.031177949160337448, 0.003941815346479416, 0.05290180817246437, 0.035832397639751434, 0.033100709319114685, -0.05802789330482483, 0.010531941428780556, -0.0342462994158268, 0.02883840911090374, 0.027879053726792336, -0.02249930240213871, 0.037949636578559875, -0.03992341086268425, -0.023743174970149994, 0.005418697837740183, 0.04976676404476166, 0.037455715239048004, -0.0460498109459877, -0.014913056045770645, -0.0416572168469429, 0.02947183884680271, -0.04261849448084831, 0.007390844170004129, -0.0009818434482440352, -0.04751814901828766, 0.06992679089307785, -0.012719209305942059, -0.06920945644378662, -0.0874742791056633, -0.023211466148495674, -0.028543222695589066, 0.03749332204461098, 0.10396109521389008, 0.05454914644360542, -0.0172780342400074, 0.023689543828368187]"
2,example.pdf,"[-0.09062878787517548, 0.07095351070165634, -0.002508961595594883, -0.043928831815719604, -0.08347804099321365, -0.006490532774478197, -0.0032835768070071936, -0.005192516837269068, -0.060453809797763824, 0.04045124351978302, 0.015342183411121368, -0.119412362575531, 0.029320772737264633, 0.03319741412997246, -0.03108305297791958, 0.034463487565517426, -0.14507389068603516, 0.08338215202093124, -0.09346327185630798, -0.0514850914478302, -0.050720859318971634, -0.12948478758335114, -0.1194402202963829, 0.036392875015735626, 0.07352267950773239, 0.032342322170734406, -0.06277745217084885, 0.008296774700284004, 0.05226964130997658, 0.012114547193050385, 0.004259178880602121, 0.012584254145622253, 0.07485818862915039, -0.0009706887067295611, -0.02173442207276821, -0.14547862112522125, -0.027850667014718056, 0.026993632316589355, 0.0010088765993714333, 0.008655909448862076, -0.01841249130666256, -0.04024834930896759, -0.022071773186326027, 0.04243158921599388, -0.012759825214743614, 0.034060511738061905, -0.042867857962846756, 0.02601483277976513, -0.017813436686992645, 0.002943712053820491, -0.09588644653558731, 0.08188185840845108, -0.05642831325531006, -0.04208647459745407, 0.0366380549967289, -0.050500206649303436, -0.01373985968530178, -0.0019132161978632212, 0.08513101935386658, -0.07134485244750977, -0.05795831233263016, 0.017534513026475906, -0.010287574492394924, 0.012162871658802032, 0.020083986222743988, -0.0173221156001091, -0.041243236511945724, -0.08378829061985016, -0.040273625403642654, 0.03394639492034912, -0.06170555576682091, -0.058083001524209976, 0.07911992073059082, -0.009255651384592056, 0.10469528287649155, -0.008395903743803501, 0.033604614436626434, -0.09214591979980469, -0.05476948246359825, -0.02346673794090748, -0.03949196636676788, -0.06746180355548859, 0.042107321321964264, -0.007647200021892786, 0.01048474945127964, -0.09234384447336197, -0.022810084745287895, -0.007878272794187069, 0.0481824092566967, -0.04687289893627167, 0.06025403365492821, 0.006958266254514456, -0.02620900422334671, -0.00974226463586092, 0.07907062023878098, 0.0881383940577507, 0.049671173095703125, 0.07715147733688354, -0.07231559604406357, 0.03767843171954155, 0.030569640919566154, 0.04122466221451759, 0.021348506212234497, -0.059293776750564575, -0.04885801672935486, 0.02932337298989296, 0.057467926293611526, -0.03868909552693367, 0.0343158058822155, -0.03204220533370972, 0.045616649091243744, 0.02079608477652073, -0.025250181555747986, -0.02022799290716648, 0.005741948261857033, 0.02008752152323723, 0.04423196613788605, 0.03326660767197609, 0.02081912010908127, -0.05540268495678902, 0.027483316138386726, -0.022186174988746643, 0.06292884796857834, 0.0508744977414608, -0.060726992785930634, -0.030898649245500565, -0.06700292229652405, 9.642519181025776e-33, -0.13291621208190918, -0.09642962366342545, 0.004637464880943298, 0.04342234134674072, -0.07200919836759567, 0.012265816330909729, 0.002032317453995347, 0.0011966219171881676, 0.05028102919459343, 0.018621334806084633, -0.045240968465805054, -0.0267486535012722, 0.06892690807580948, 0.03622782230377197, -0.05056900158524513, 0.013348890468478203, 0.10363243520259857, -0.037334952503442764, -0.03865585848689079, -0.0595364086329937, 0.005831688642501831, 0.009645378217101097, -0.04650600254535675, 0.010329768061637878, 0.07398980855941772, -0.026751762256026268, 0.04716448485851288, -0.015245212242007256, 0.060917362570762634, 0.026539882645010948, 0.015136566013097763, 0.029392622411251068, -0.031854115426540375, 0.019769052043557167, 0.06562574207782745, 0.04799618571996689, 0.11802344769239426, 0.06435631960630417, 0.04412589967250824, -0.07512736320495605, -0.08572432398796082, -0.03247879073023796, -0.039265234023332596, 0.0025405504275113344, 0.02667751908302307, -0.03684566915035248, -0.01075050886720419, 0.047096069902181625, 0.04349049925804138, 0.015561878681182861, -0.0738593339920044, -0.0168509092181921, 0.047642286866903305, 0.030296964570879936, 0.06138019263744354, 0.11318684369325638, 0.023173963651061058, 0.05196578800678253, -0.023562127724289894, 0.0937647670507431, 0.04730590805411339, 0.06248605623841286, 0.015307251363992691, 0.00954859983175993, -0.03687001019716263, 0.07302951067686081, -0.06989999115467072, -0.007904124446213245, 0.07361853122711182, 0.14219869673252106, -0.06439896672964096, 0.044737059623003006, 0.06124723702669144, 0.011042924597859383, 0.07523311674594879, -0.09224352985620499, 0.042756687849760056, -0.012521978467702866, -0.09609844535589218, -0.031086934730410576, -0.008363706059753895, 0.07645080238580704, 0.09358223527669907, 0.025605782866477966, -0.023978449404239655, -0.06920983642339706, -0.10022035986185074, -0.017678501084446907, -0.033322956413030624, -0.037591882050037384, 0.02642437443137169, -0.01655864529311657, 0.10031618922948837, 0.054163623601198196, -0.04749761521816254, -1.2148612892893413e-32, -0.0873657763004303, 0.09509074687957764, -0.04184556379914284, -0.04489939287304878, -0.022822227329015732, -0.06920663267374039, 0.1192886009812355, -0.12823385000228882, 0.05721103027462959, -0.018893858417868614, 0.0652594268321991, 0.006127258762717247, -0.03751746937632561, -0.013976875692605972, -0.0508430078625679, 0.01309471856802702, -0.0497293695807457, 0.06997328996658325, -0.03874209150671959, 0.027912305667996407, -0.01743580587208271, 0.08747423440217972, -0.015117642469704151, -0.061948418617248535, -0.03917403519153595, 0.0856703594326973, 0.008715864270925522, -0.0046271756291389465, 0.02351726032793522, 0.009141786023974419, -0.040075674653053284, -0.07074607163667679, -0.003434386570006609, 0.004651474300771952, -0.05798916518688202, -0.06213030219078064, 0.014921856112778187, -0.027074607089161873, -0.06147550418972969, -0.03365999087691307, 0.0007221967098303139, -0.06261692941188812, 0.01595029979944229, 0.019182538613677025, 0.03501823917031288, 0.031253643333911896, 0.07544569671154022, -0.011773163452744484, -0.0632835403084755, -0.050391603261232376, 0.025342566892504692, -0.08274254947900772, -0.06722293049097061, 0.04942088574171066, 0.010915341787040234, 0.08600113540887833, -0.015607485547661781, 0.015207180753350258, 0.02249026857316494, -0.005655370652675629, -0.11254867911338806, -0.000605050241574645, 0.056683387607336044, 0.0052106743678450584, -0.04535461589694023, 0.0182984359562397, -0.00918267946690321, 0.017293192446231842, 0.014785909093916416, -0.0030218118336051702, -0.016315799206495285, 0.059372905641794205, -0.09995302557945251, -0.047212425619363785, -0.04676776006817818, 0.011404677294194698, 0.04645349830389023, 0.005477848928421736, 0.03370511531829834, -0.013476749882102013, -0.04733848199248314, 0.010306163690984249, -0.02747236378490925, 0.04536911100149155, -0.1283164918422699, -0.04414220154285431, 0.040344152599573135, -0.00595477782189846, 0.0028518137987703085, 0.0468921884894371, 0.060362834483385086, 0.09073534607887268, 0.0237182155251503, 0.03323385491967201, 0.03681667521595955, -5.218453580368987e-08, -0.02221587486565113, 0.002990874694660306, -0.04640575498342514, 0.005994915496557951, -0.012265128083527088, -0.036773353815078735, -0.0221785306930542, -0.04875302314758301, -0.04601648822426796, -0.02722376212477684, -0.012448223307728767, -0.014493865892291069, -0.055315498262643814, 0.00530256237834692, -0.022229408845305443, -0.028452685102820396, 0.005656241439282894, -0.08993913233280182, -0.04814450815320015, -0.042193446308374405, -0.03927327319979668, -0.010565772652626038, -0.01469313446432352, 0.0655718669295311, -0.06644093245267868, 0.004022697452455759, -0.047508396208286285, 0.01997770555317402, -0.015238567255437374, 0.014908707700669765, 0.008177017793059349, 0.004127474967390299, 0.016221359372138977, -0.04005656763911247, 0.031502265483140945, 0.007864661514759064, 0.00793442316353321, -0.023190395906567574, -0.010439464822411537, 0.023496855050325394, -0.012022069655358791, -0.0815950259566307, -0.008946127258241177, 0.023537103086709976, 0.047459524124860764, -0.03155038133263588, -0.04495127126574516, -0.010128149762749672, -0.01936047337949276, -0.06461816281080246, -0.012241440825164318, 0.0426318496465683, 0.015684474259614944, -0.008891060948371887, 0.054125018417835236, -0.06869984418153763, -0.02605583332479, -0.03004259429872036, 0.027408383786678314, 0.1079939529299736, 0.027337944135069847, 0.0672110915184021, -0.03247528895735741, 0.011899755336344242]"
3,example.pdf,"[0.015788786113262177, 0.028708046302199364, -0.0077151586301624775, 0.04061661660671234, 0.012849429622292519, -0.09148628264665604, -0.001426665112376213, -0.018260305747389793, -0.1138104721903801, 0.027447741478681564, -0.007006966508924961, -0.007096951827406883, 0.04476163163781166, -0.03199605271220207, -0.06449999660253525, 0.05352196469902992, -0.088668592274189, 0.02945833094418049, 0.04828929528594017, -0.09931562095880508, -0.039354559034109116, 0.08198631554841995, -0.02698652446269989, 0.03991815820336342, -0.0039543104358017445, -0.03534286469221115, -0.03517097607254982, -0.01961379311978817, -0.023684078827500343, -0.027907123789191246, -0.025973908603191376, -0.007755836937576532, -0.0006424148450605571, 0.029202813282608986, 0.08236667513847351, 0.06708143651485443, -0.032558489590883255, -0.05346928536891937, 0.0027161254547536373, -0.025401990860700607, 0.030582651495933533, -0.0029520010575652122, 0.020816419273614883, -0.02614612691104412, -0.025425288826227188, 0.018204476684331894, -0.09635887295007706, 0.037469200789928436, -0.009914674796164036, 0.00722614536061883, 0.0029475924093276262, 0.025566481053829193, -0.04502299800515175, 0.005295701324939728, 0.0023233999963849783, -0.041414663195610046, 0.04420420899987221, 0.012644377537071705, -0.006843295879662037, -0.016576681286096573, 0.020555289462208748, -0.01376502588391304, -0.0177279282361269, -0.04040253534913063, 0.09948284924030304, 0.0504186674952507, -0.0027197652962058783, 0.0001196214507217519, -0.03943474218249321, 0.10092143714427948, -0.051912419497966766, -0.01055450551211834, -0.03743218258023262, 0.02900041453540325, -0.03996073827147484, -0.018343642354011536, 0.024805983528494835, -0.02277444489300251, -0.045948076993227005, 0.059463389217853546, -0.04668523371219635, -0.07659754157066345, -0.01122251059859991, 0.05982022359967232, 0.05544286593794823, -0.021592745557427406, -0.01760464534163475, 0.033027488738298416, 0.06892476975917816, -0.023878293111920357, -0.028398267924785614, -0.07874999940395355, 0.03890174254775047, 0.036786261945962906, 0.03750530630350113, 0.06499536335468292, 0.07639505714178085, -0.012976308353245258, 0.045805808156728745, -0.00901088211685419, 0.032748252153396606, -0.03360565006732941, 0.026843532919883728, -0.0992354080080986, 0.0640895739197731, 0.0966109037399292, 0.05375797301530838, -0.05589748173952103, 0.07046593725681305, -0.05574550852179527, 0.045436710119247437, -0.014729457907378674, 0.06945978850126266, -0.009491236880421638, 0.09414063394069672, 0.00972343422472477, 0.03436756134033203, 0.06516363471746445, -0.060117702931165695, 0.0553818941116333, 0.010878023691475391, 0.04650682210922241, 0.10245713591575623, 0.028664149343967438, 0.021450446918606758, -0.055687081068754196, -0.04582013562321663, 1.7917790393225424e-33, -0.08571348339319229, -0.09208115190267563, 0.013773692771792412, 0.00960344448685646, 0.01371737476438284, 0.11583559960126877, -0.029091160744428635, -0.00682310713455081, -0.04192125052213669, 0.035635415464639664, -0.05603055655956268, 0.04914999380707741, -0.02055891416966915, -0.023073669523000717, -0.009614664129912853, 0.03639763593673706, 0.06732632964849472, -0.0011836214689537883, 0.010062976740300655, 0.05749760940670967, 0.0034550754353404045, -0.06804224848747253, -0.044448766857385635, -0.004793595056980848, -0.0013255707453936338, -0.04483878239989281, 0.00536068482324481, -0.0015051477821543813, 0.010346359573304653, -0.0026827845722436905, -0.09370686113834381, 0.023772379383444786, 0.028022726997733116, -0.014410946518182755, -0.0006347728776745498, -0.01702621951699257, 0.05277276039123535, 0.009799769148230553, -0.06069634109735489, -0.03882646560668945, -0.11147686094045639, 0.019206088036298752, -0.020486632362008095, 0.04422159120440483, 0.005245910491794348, -0.07417406886816025, -0.04795526713132858, 0.045436058193445206, 0.10824409872293472, 0.010344401933252811, -0.0010115014156326652, 0.015809308737516403, 0.027593065053224564, 0.028504738584160805, -0.02487799897789955, -0.020748674869537354, 0.07203935086727142, 0.007641402538865805, 0.020234324038028717, -0.023889590054750443, 0.14573165774345398, 0.020130500197410583, -0.0751614198088646, -0.022056622430682182, -0.11555729061365128, 0.05790702626109123, 0.0687582865357399, -0.03722081705927849, 0.0045091696083545685, 0.029557237401604652, -0.08914454281330109, -0.017662739381194115, -0.008905653841793537, -0.011958085000514984, 0.007907165214419365, -0.05361856520175934, -0.0020994869992136955, -0.06861735135316849, 0.0033084002789109945, -0.08263646066188812, 0.09387844055891037, -0.02531997114419937, -0.032348986715078354, -0.00862949900329113, -0.04966549575328827, -0.02851155772805214, -0.057164471596479416, -0.02731541357934475, -0.04296477511525154, -0.028200721368193626, -0.014796493574976921, 0.013425636105239391, 0.008974523283541203, -0.0058045885525643826, 0.02941947989165783, -4.211286020979602e-33, -0.03789243474602699, 0.07729534804821014, 0.01909232698380947, -0.02593238838016987, -0.06279439479112625, -0.07589001208543777, 0.0994282215833664, -0.09192051738500595, 0.08062469959259033, -0.018357383087277412, -0.033540837466716766, -0.04655471816658974, -0.07493730634450912, 0.050722431391477585, 0.0012946156784892082, 0.032336875796318054, -0.09000236541032791, -0.03944449871778488, 0.0639541894197464, -0.013191101141273975, 0.011568051762878895, 0.05434447526931763, 0.029928946867585182, 0.044592130929231644, -0.07355406880378723, 0.09213675558567047, 0.015603968873620033, -0.02147591859102249, 0.008027985692024231, -0.06428804993629456, -0.01248018629848957, -0.0015725416596978903, 0.0022356268018484116, 0.0848410427570343, 0.05258892849087715, -0.033552322536706924, 0.05603440850973129, -0.03338630124926567, -0.0005304600927047431, 0.023639677092432976, 0.07680368423461914, 0.04826406016945839, -0.024574438109993935, 0.0731048509478569, 0.07202654331922531, -0.0018685160903260112, -0.01003896351903677, 0.0359678715467453, 0.035585273057222366, -0.08699905872344971, 0.00031463499180972576, 0.017437515780329704, -0.05957576259970665, 0.08938471972942352, -0.06741578131914139, -0.02405581995844841, -0.06412306427955627, 0.02328849770128727, -0.08189521729946136, 0.02518412470817566, -0.13224340975284576, -0.06779859960079193, 0.02355221100151539, 0.10699260234832764, -0.07267049700021744, 0.024745939299464226, -0.11271259188652039, 0.03378843143582344, 0.10429801791906357, 0.03585398942232132, 0.02328234724700451, 0.020793337374925613, -0.02217213436961174, -0.0739690288901329, -0.013718959875404835, 0.07767314463853836, -0.10443796217441559, -0.10624315589666367, -0.026681305840611458, 0.02990047074854374, -0.01662960648536682, 0.025934861972928047, 0.09056687355041504, 0.13575154542922974, -0.10294448584318161, 0.015693219378590584, 0.08510368317365646, 0.014528779312968254, -0.0004711635410785675, -0.0004689051420427859, 0.07195403426885605, 0.05386318638920784, -0.037258245050907135, -0.060400307178497314, 0.0010924662929028273, -4.2964604318740385e-08, -0.037881772965192795, -0.06402520090341568, -0.017445284873247147, -0.05528738349676132, 0.020456265658140182, 0.054419878870248795, -0.019589940086007118, -0.05888525769114494, 0.022648004814982414, -0.050268400460481644, -0.10643777251243591, -0.042369723320007324, -0.061631131917238235, -0.028512896969914436, 0.014906111173331738, 0.06420215219259262, 0.0033222201745957136, 0.003542901249602437, -0.03295176848769188, -0.01131907943636179, 0.03624705225229263, 0.023813437670469284, 0.03472740203142166, 0.059572480618953705, -0.13258221745491028, 0.0016548106214031577, -0.059536002576351166, 0.04360319301486015, -0.043232087045907974, 3.120198380202055e-05, 0.027612583711743355, -0.021713782101869583, 0.05414372682571411, -0.03668035939335823, 0.07583191245794296, 0.06145322322845459, 0.04831823334097862, -0.005623434670269489, 0.004858415108174086, 0.022279568016529083, -0.0667850598692894, 0.0527668297290802, -0.04560607671737671, 0.029180878773331642, -0.002129015978425741, -0.07108339667320251, 0.041155412793159485, -0.00483385706320405, 0.04998799040913582, -0.035512153059244156, 0.041656751185655594, -0.002732205670326948, -0.08462580293416977, 0.04038649797439575, -0.017843395471572876, -0.11812283843755722, -0.10206522792577744, 0.023433970287442207, -0.07682330906391144, 0.01889105886220932, 0.034711021929979324, 0.04243013262748718, 0.08474928885698318, -0.03449457511305809]"
